page_family,path,session,initial_http_status,alpine_observed,uncaught_js_errors,interpretation,related_actions
artifact-sbom,/components/wbRZwHQuuXYk/sboms/nbJCrn7nDf2H/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/yipvTdQuyiHu/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/iwnteKVfEPV3/sboms/yipvTdQuyiHu/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/iwnteKVfEPV3/sboms/yipvTdQuyiHu/,anonymous,200,False,0,Page load and rendered-control inventory; not every mutation submitted. Alpine not observed within sweep timeout; do not count this attempt as an interaction check.,
vulnerability-report,/sbom/cJpFpg10CdSA/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/GFqDEuhUdnsD/sboms/cJpFpg10CdSA/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/GFqDEuhUdnsD/sboms/cJpFpg10CdSA/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/HM4CLjkAqrdf/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/UIuLFbUItemv/sboms/HM4CLjkAqrdf/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/NHZZqEmDCsY8/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/XCiPtSjsatdP/sboms/NHZZqEmDCsY8/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/KgfEmaWh3nxq/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/wtbn7DvzDnWn/sboms/KgfEmaWh3nxq/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/wtbn7DvzDnWn/sboms/KgfEmaWh3nxq/,anonymous,403,True,0,Expected restricted-content access gate for anonymous session.,
vulnerability-report,/sbom/c5vUvoyNHjaA/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/DVYq1IuFJL40/sboms/c5vUvoyNHjaA/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/XINMKfA8O8zO/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/y02wQRq6w1LQ/sboms/XINMKfA8O8zO/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/a1oaADwSydeE/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/GDc9Hn3A77nc/sboms/a1oaADwSydeE/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/GDc9Hn3A77nc/sboms/a1oaADwSydeE/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/P0pq8f6et3Dq/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/NVSVLisHcU0V/sboms/P0pq8f6et3Dq/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/NVSVLisHcU0V/sboms/P0pq8f6et3Dq/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/iaQxOAuKdbAS/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/nBxq8uanb0q9/sboms/iaQxOAuKdbAS/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/YqFCSry9dGX8/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/QJIQPFgydxQq/sboms/YqFCSry9dGX8/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/QJIQPFgydxQq/sboms/YqFCSry9dGX8/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/EHfNq2IiOoy1/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/GFqDEuhUdnsD/sboms/EHfNq2IiOoy1/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/GFqDEuhUdnsD/sboms/EHfNq2IiOoy1/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/YgceSXFpHjHB/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/PTRYdjyEsaBk/sboms/YgceSXFpHjHB/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/PTRYdjyEsaBk/sboms/YgceSXFpHjHB/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/cBb200LJEbXZ/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/fN3PHBhKXOXH/sboms/cBb200LJEbXZ/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/fN3PHBhKXOXH/sboms/cBb200LJEbXZ/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/lv8WcT59A1Kq/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/q7wpKQNhJYlR/sboms/lv8WcT59A1Kq/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/Ua7HYlPr1HLt/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/K9uIzhi2FLNb/sboms/Ua7HYlPr1HLt/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/VvU9XBz084vE/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/y02wQRq6w1LQ/sboms/VvU9XBz084vE/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/P4leijzTb5dz/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/GDc9Hn3A77nc/sboms/P4leijzTb5dz/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/GDc9Hn3A77nc/sboms/P4leijzTb5dz/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/eMzT5ZoFk94w/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/GFqDEuhUdnsD/sboms/eMzT5ZoFk94w/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/GFqDEuhUdnsD/sboms/eMzT5ZoFk94w/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/Ucb7ddfYcIMY/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/fN3PHBhKXOXH/sboms/Ucb7ddfYcIMY/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/fN3PHBhKXOXH/sboms/Ucb7ddfYcIMY/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/lvD9B6lQ4D0e/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/GDc9Hn3A77nc/sboms/lvD9B6lQ4D0e/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/GDc9Hn3A77nc/sboms/lvD9B6lQ4D0e/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/t3qitup8Sy23/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/fN3PHBhKXOXH/sboms/t3qitup8Sy23/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/fN3PHBhKXOXH/sboms/t3qitup8Sy23/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/fWDEcBnIWfOJ/vulnerabilities,local owner,200,False,0,Page load and rendered-control inventory; not every mutation submitted. Alpine not observed within sweep timeout; do not count this attempt as an interaction check.,
artifact-sbom,/components/GDc9Hn3A77nc/sboms/fWDEcBnIWfOJ/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/GDc9Hn3A77nc/sboms/fWDEcBnIWfOJ/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/j2uqUVsN8N1b/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/GDc9Hn3A77nc/sboms/j2uqUVsN8N1b/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/GDc9Hn3A77nc/sboms/j2uqUVsN8N1b/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
vulnerability-report,/sbom/F8sImOQbmBc4/vulnerabilities,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-sbom,/components/GDc9Hn3A77nc/sboms/F8sImOQbmBc4/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-sbom,/public/components/GDc9Hn3A77nc/sboms/F8sImOQbmBc4/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-document,/components/w2lHKR4Mn7Dq/documents/s313WdX8J9Ru/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-document,/public/components/w2lHKR4Mn7Dq/documents/s313WdX8J9Ru/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-document,/components/azAnot7pxjCS/documents/gVDfuBUNl3le/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-document,/public/components/azAnot7pxjCS/documents/gVDfuBUNl3le/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-document,/components/azAnot7pxjCS/documents/tqWx4F1OHQNk/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-document,/public/components/azAnot7pxjCS/documents/tqWx4F1OHQNk/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-document,/components/y31PMtFYrMA2/documents/rLYldwvgfPrS/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-document,/components/hl7nDMUaHJS8/documents/PXa7fKwgxTkB/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-document,/public/components/hl7nDMUaHJS8/documents/PXa7fKwgxTkB/,anonymous,403,True,0,Expected restricted-content access gate for anonymous session.,
artifact-document,/components/VcadXe6BPFn8/documents/aCBb78EiDB5w/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-document,/public/components/VcadXe6BPFn8/documents/aCBb78EiDB5w/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-document,/components/YRHHjOd0fLlv/documents/LJarS9dSI5nb/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-document,/public/components/YRHHjOd0fLlv/documents/LJarS9dSI5nb/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
artifact-document,/components/YRHHjOd0fLlv/documents/N8zSduVosGYy/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-artifact-document,/public/components/YRHHjOd0fLlv/documents/N8zSduVosGYy/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
advisory,/security-advisories/vbBxRjUuzlma/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-advisory,/public/workspace/SPJyC6UIb/advisories/vbBxRjUuzlma/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
advisory,/security-advisories/kG2Mrpgh9E1W/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
advisory,/security-advisories/co8GvlzGhOji/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
advisory,/security-advisories/MhesF0SIluoL/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
advisory,/security-advisories/sXlfaT5BgTvZ/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-advisory,/public/workspace/SPJyC6UIb/advisories/sXlfaT5BgTvZ/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
advisory,/security-advisories/o4609fTofPm2/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-advisory,/public/workspace/SPJyC6UIb/advisories/o4609fTofPm2/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
advisory,/security-advisories/eKE9ASkLdjsG/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-advisory,/public/workspace/SPJyC6UIb/advisories/eKE9ASkLdjsG/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
advisory,/security-advisories/Mb5qyU7izJzu/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-advisory,/public/workspace/SPJyC6UIb/advisories/Mb5qyU7izJzu/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
advisory,/security-advisories/A53YQWadwBR4/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
advisory,/security-advisories/Zmkd3ISfYPdF/,local owner,200,False,0,Page load and rendered-control inventory; not every mutation submitted. Alpine not observed within sweep timeout; do not count this attempt as an interaction check.,
public-advisory,/public/workspace/SPJyC6UIb/advisories/Zmkd3ISfYPdF/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
advisory,/security-advisories/wOl3dKShgymw/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-advisory,/public/workspace/SPJyC6UIb/advisories/wOl3dKShgymw/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
advisory,/security-advisories/QFZetaD8sv6L/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-advisory,/public/workspace/SPJyC6UIb/advisories/QFZetaD8sv6L/,anonymous,404,True,0,Restricted advisory unavailable anonymously; owner destination checked separately.,
advisory,/security-advisories/i3Da1Vf8E0AI/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-advisory,/public/workspace/SPJyC6UIb/advisories/i3Da1Vf8E0AI/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
advisory,/security-advisories/eqbLw8L32mII/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-advisory,/public/workspace/SPJyC6UIb/advisories/eqbLw8L32mII/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
advisory,/security-advisories/hkXeIznit4jJ/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-advisory,/public/workspace/SPJyC6UIb/advisories/hkXeIznit4jJ/,anonymous,404,True,0,Restricted advisory unavailable anonymously; owner destination checked separately.,
advisory,/security-advisories/QKvkQnaEGwTI/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-advisory,/public/workspace/SPJyC6UIb/advisories/QKvkQnaEGwTI/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
advisory,/security-advisories/AQK97XJaiQx7/,local owner,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public-advisory,/public/workspace/SPJyC6UIb/advisories/AQK97XJaiQx7/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public,/public/workspace/SPJyC6UIb/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public,/public/workspace/SPJyC6UIb/advisories/,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public,/workspace/SPJyC6UIb/access-request,anonymous,redirect/proxy,unknown,0,Proxy redirect failed; redirect chain investigated separately. Not an app-defect verdict.,
public,/enterprise-contact/,anonymous,200,False,0,Page load and rendered-control inventory; not every mutation submitted. Alpine not observed within sweep timeout; do not count this attempt as an interaction check.,
public,/login_error,anonymous,200,True,0,Page load and rendered-control inventory; not every mutation submitted.,
public,/missing-audit-page/,anonymous,404,False,0,Intentional missing-page probe.,
